18,11500,5100,20100,947,4,0
18,11500,5100,20100,152,4,0
18,11500,5100,20100,959,4,0
18,11500,5100,20100,575,4,0
18,11500,5100,20100,474,4,0
18,16089,6433,19681,665,1,1
18,6643,5100,19681,665,1,0
18,17500,5100,19681,665,1,0
18,7333,5100,19681,665,1,0
18,13033,5100,19681,665,1,0
18,6270,5100,19681,665,1,0
18,16701,5100,19681,665,1,0
18,11500,5100,12369,9,3,1
18,11500,432,19681,9,2,1
18,11500,13135,19681,333,2,0
18,11500,14385,19681,333,2,0
18,11500,15977,19681,333,2,0
18,11500,5339,19681,333,2,0
18,11500,5744,19681,333,2,1
18,11500,5744,14367,3,4,0
18,11500,5744,14367,941,4,1
18,6834,3400,19681,665,1,0
18,7344,3400,19681,665,1,0
18,4406,3400,19681,665,1,0
18,13538,3400,19681,665,1,1
21,11500,6433,19681,665,0,0
39,11500,6433,19681,665,0,0
25,11500,6433,19681,665,0,1
18,11500,3400,20100,590,4,1
18,13538,3400,2061,590,3,1
18,13817,5100,19681,670,4,0
18,13817,5100,19681,421,4,0
18,13817,5100,19681,856,4,0
18,13817,5100,19681,110,4,0
18,13817,5100,19681,174,4,0
18,13817,5100,19681,579,4,0
4,13817,5744,19681,590,0,0
23,13817,5744,19681,590,0,1
25,11500,5100,23846,590,3,1
18,11500,2822,19681,590,2,0
18,11500,7550,19681,590,2,0
18,11500,6158,19681,590,2,0
18,11500,12350,19681,590,2,0
18,11500,2753,19681,590,2,0
18,11500,6880,19681,590,2,0
25,3795,5100,19681,665,1,0
25,12004,5100,19681,665,1,0
25,13167,5100,19681,665,1,1
25,11500,3400,23846,408,4,0
25,11500,3400,23846,504,4,0
25,11500,3400,23846,140,4,0
25,11500,3400,23846,296,4,0
25,11500,3400,23846,851,4,0
25,11500,3400,23846,919,4,0
18,13167,17363,19681,590,2,0
18,13167,10470,19681,590,2,0
18,13167,19099,19681,590,2,0
18,13167,11604,19681,590,2,0
18,13167,1861,19681,590,2,1
18,13167,3400,19681,444,4,0
18,13167,3400,19681,524,4,0
18,13167,3400,19681,689,4,0
18,13167,3400,19681,111,4,0
18,13167,3400,19681,518,4,0
18,13167,3400,19681,597,4,0
25,999,1861,19681,590,1,1
18,13817,3400,20507,590,3,0
18,13817,3400,25367,590,3,0
18,13817,3400,4577,590,3,0
18,13817,3400,22587,590,3,0
18,13817,3400,10621,590,3,0
18,13817,3400,26368,590,3,0
18,17540,1861,19681,590,1,0
18,3314,1861,19681,590,1,0
18,11898,1861,19681,590,1,0
18,19120,1861,19681,590,1,0
18,10322,1861,19681,590,1,0
18,17900,1861,19681,590,1,0
3,11500,1861,2061,665,0,1
25,11500,1861,23846,294,4,1
21,11500,3400,23846,590,0,1
21,13167,18009,23846,590,2,0
21,13167,14358,23846,590,2,0
21,13167,10742,23846,590,2,0
21,13167,4016,23846,590,2,0
21,13167,9520,23846,590,2,0
21,13167,12237,23846,590,2,0
18,11500,10863,19681,590,2,0
18,11500,5794,19681,590,2,0
18,11500,1784,19681,590,2,0
18,11500,14521,19681,590,2,0
18,11500,494,19681,590,2,0
18,11500,9396,19681,590,2,0
25,999,3400,19681,593,4,1
18,13167,5100,19681,950,4,1
18,18515,3400,19681,590,1,1
21,11500,17587,19681,590,2,0
21,11500,10616,19681,590,2,0
21,11500,5211,19681,590,2,1
18,8407,3400,19681,590,1,0
18,19932,3400,19681,590,1,0
18,15658,3400,19681,590,1,0
18,4502,3400,19681,590,1,0
18,9218,3400,19681,590,1,0
18,594,3400,19681,590,1,0
18,999,4751,19681,590,2,1
